job_title,hh_title,age,salary,exp. period,title of exp.
python,Python разработчик,22,,1.25,Junior Python Developer
python,Python разработчик,20,,1.58,backend разработчик на python
python,Python Developer,18,,1.33,Python Web Developer
python,Программист Python,22,,1.17,Backend Django разработчик
python,Python Разработчик,22,250000,0.08,Python-Backend разработчик
python,Программист Python,25,,2.17,Препродаватель Python Programming Language
python,Программист Python,20,,0.42,Software Developer
python,Python developer,22,300000,1.58,Куратор-преподаватель по JavaScript и Python (Django)
python,Python разработчик,27,,8.5,Программист Python
python,Python  JS,27,,4.17,Senior Front-end
python,Программист-разработчик,22,,1.42,Разработчик
python,Python Developer,26,,0.42,Web-разработчик
python,Middle Back-end python developer,28,430000,4.5,Python developer Django  Rest Framework
python,Python Developer  Teacher,18,,0.83,Python Backend
python,Программист Python,21,,0.17,Практикант
python,Программист Python,21,,0.83,Разработчик ПО
python,Python backend developer,21,1200000,2.33,Middle python developer
python,Python разработчик,22,,0.42,Системный администратор Стажер
python,Разработчик Python,29,250000,0.58,Инженер-лаборант
python,Python programmer,23,,2.67,Programmer/developer
python,Специалист по МТО,36,,0.42,Тренер по Python
python,Python Developer,31,,7.75,Computer Scientist
python,Программист Python,23,60000,0,Unknown
python,Программист,27,,4.33,Middle Python Dev
python,Python Engineer,19,,0,Unknown
python,Backend-разработчик Python,29,,9.83,Full stack разработчик
python,Junior Python Developer,20,150000,0.42,Контент-менеджер
python,Junior Python,20,,0.25,Практикант
python,Python разработчик,21,,0,Unknown
python,Python programmer,29,150000,0,Unknown
python,Программист Python,24,400000,0.5,Ведущий эксперт департамента разработки и развития роботизац
python,Программист Python,24,150000,1.33,Специалист по IT
python,Junior-тестировщик,21,,0.67,Intern Python Developer
python,Программист Python,17,,2.33,Нет
python,Python Back-end разработчик,21,,2.58,Python Back-end Developer
python,Программист Python,23,,4.25,Инженер технической поддержки
python,Программист Python,25,60000.0,3.83,Специалист по IT
python,Python Backend developer(Django),22,1000000,1.25,Backend developer
python,Software developer,30,,3.5,Python Developer / Data analyst
python,Программист  Тим-лид,24,860000,4.33,Python разработчик
python,Python разработчик,22,,1.25,Junior Python Developer
python,Python разработчик,20,,1.58,backend разработчик на python
python,Python Developer,18,,1.33,Python Web Developer
python,Программист Python,22,,1.17,Backend Django разработчик
python,Python Разработчик,22,250000,0.08,Python-Backend разработчик
python,Программист Python,25,,2.17,Препродаватель Python Programming Language
python,Программист Python,20,,0.42,Software Developer
python,Python developer,22,300000,1.58,Куратор-преподаватель по JavaScript и Python (Django)
python,Python разработчик,27,,8.5,Программист Python
python,Python  JS,27,,4.17,Senior Front-end
python,Программист-разработчик,22,,1.42,Разработчик
python,Python Developer,26,,0.42,Web-разработчик
python,Middle Back-end python developer,28,430000,4.5,Python developer Django  Rest Framework
python,Python Developer  Teacher,18,,0.83,Python Backend
python,Программист Python,21,,0.17,Практикант
python,Программист Python,21,,0.83,Разработчик ПО
python,Python backend developer,21,1200000,2.33,Middle python developer
python,Python разработчик,22,,0.42,Системный администратор Стажер
python,Разработчик Python,29,250000,0.58,Инженер-лаборант
python,Python programmer,23,,2.67,Programmer/developer
python,Специалист по МТО,36,,0.42,Тренер по Python
python,Python Developer,31,,7.75,Computer Scientist
python,Программист Python,23,60000,0,Unknown
python,Программист,27,,4.33,Middle Python Dev
python,Python Engineer,19,,0,Unknown
python,Backend-разработчик Python,29,,9.83,Full stack разработчик
python,Junior Python Developer,20,150000,0.42,Контент-менеджер
python,Junior Python,20,,0.25,Практикант
python,Python разработчик,21,,0,Unknown
python,Python programmer,29,150000,0,Unknown
python,Программист Python,24,400000,0.5,Ведущий эксперт департамента разработки и развития роботизац
python,Программист Python,24,150000,1.33,Специалист по IT
python,Junior-тестировщик,21,,0.67,Intern Python Developer
python,Программист Python,17,,2.33,Нет
python,Python Back-end разработчик,21,,2.58,Python Back-end Developer
python,Программист Python,23,,4.25,Инженер технической поддержки
python,Программист Python,25,60000.0,3.83,Специалист по IT
python,Python Backend developer(Django),22,1000000,1.25,Backend developer
python,Software developer,30,,3.5,Python Developer / Data analyst
python,Программист  Тим-лид,24,860000,4.33,Python разработчик
python,Python разработчик,22,,1.25,Junior Python Developer
python,Python разработчик,20,,1.58,backend разработчик на python
python,Python Developer,18,,1.33,Python Web Developer
python,Программист Python,22,,1.17,Backend Django разработчик
python,Python Разработчик,22,250000,0.08,Python-Backend разработчик
python,Программист Python,25,,2.17,Препродаватель Python Programming Language
python,Программист Python,20,,0.42,Software Developer
python,Python developer,22,300000,1.58,Куратор-преподаватель по JavaScript и Python (Django)
python,Python разработчик,27,,8.5,Программист Python
python,Python  JS,27,,4.17,Senior Front-end
python,Программист-разработчик,22,,1.42,Разработчик
python,Python Developer,26,,0.42,Web-разработчик
python,Middle Back-end python developer,28,430000,4.5,Python developer Django  Rest Framework
python,Python Developer  Teacher,18,,0.83,Python Backend
python,Программист Python,21,,0.17,Практикант
python,Программист Python,21,,0.83,Разработчик ПО
python,Python backend developer,21,1200000,2.33,Middle python developer
python,Python разработчик,22,,0.42,Системный администратор Стажер
python,Разработчик Python,29,250000,0.58,Инженер-лаборант
python,Python programmer,23,,2.67,Programmer/developer
python,Специалист по МТО,36,,0.42,Тренер по Python
python,Python Developer,31,,7.75,Computer Scientist
python,Программист Python,23,60000,0,Unknown
python,Программист,27,,4.33,Middle Python Dev
python,Python Engineer,19,,0,Unknown
python,Backend-разработчик Python,29,,9.83,Full stack разработчик
python,Junior Python Developer,20,150000,0.42,Контент-менеджер
python,Junior Python,20,,0.25,Практикант
python,Python разработчик,21,,0,Unknown
python,Python programmer,29,150000,0,Unknown
python,Программист Python,24,400000,0.5,Ведущий эксперт департамента разработки и развития роботизац
python,Программист Python,24,150000,1.33,Специалист по IT
python,Junior-тестировщик,21,,0.67,Intern Python Developer
python,Программист Python,17,,2.33,Нет
python,Python Back-end разработчик,21,,2.58,Python Back-end Developer
python,Программист Python,23,,4.25,Инженер технической поддержки
python,Программист Python,25,60000.0,3.83,Специалист по IT
python,Python Backend developer(Django),22,1000000,1.25,Backend developer
python,Software developer,30,,3.5,Python Developer / Data analyst
python,Программист  Тим-лид,24,860000,4.33,Python разработчик
sql,Oracle PL/SQL разработчик,20,150000,0.5,Стажер PL/SQL разработчик
sql,SQL разработчик,22,,0.75,Программист-разработчик
sql,Аналитик SQL,23,,1.08,Аналитик
sql,Программист SQL,NaN,,0,Unknown
sql,Аналитик SQL,25,,2.08,Сервисный инженер  Администратор сайта  Helpdesk
sql,SQL developer,21,,1.5,Специалист отдела корпоративных продаж
sql,Аналитик sql,24,,4.58,Главный специалист
sql,Программист PL/SQL,38,1200000,17.33,Главный специалист направления управленческого учета и отчетности Управления бюджетирования и контролинга Финансового блока
sql,Sql разработчик,24,,1.33,Computer network support specialist
sql,Разработчик PL/SQL,29,,12.92,Главный эксперт
sql,SQL Server DBA  Developer,29,,7.33,Database Administrator
sql,Инженер,28,,6.42,Программист SQL
sql,Программист Oracle PL SQL,50,900000,21.33,Менеджер проектов
sql,Программист SQL,20,70000,0.58,SMM
sql,Программист Python  SQL,26,,0.5,Frontend-разработчик
sql,Программист Delphi + SQL,36,,10.33,Инженер-электронщик
sql,Data Engineer (SQL),30,,7.67,Data Enginer
sql,Программист-разработчик,23,550000,2.92,Программист SQL
sql,Oracle PL\SQL Developer,50,,28.33,Программист
sql,Программист T-SQL,26,200000,2.75,storekeeper
sql,Junior specialist of the technical department,22,200000,0.83,QA Engineer (тестировщик)
sql,Oracle Pl/Sql разработчик,38,1000000,1.42,Программист-разработчик
sql,Начинающий специалист,28,,4.42,Oracle SQL разработчик  BI разработчик
sql,программист Delphi  SQL,40,400000,18.33,Инженер-программист группы разработки
sql,Разработчик(PL/SQL PHP Laravel),24,,3.33,Главный специалист
sql,Программист-разработчик,21,200000,0.5,sql-разработчик
sql,Инженер-программист,21,500000,1.58,PL/SQL Developer
sql,Дата аналитик бизнес аналитик  data scientist,25,,3.67,Ведущий специалист(Ведущий Дата аналитик)
sql,Разработчик sql  программист разработчик  data engineer   dwh разработчик,24,,0.5,Программист-разработчик
sql,программист Oracle,56,860,15.25,Главный специалист отдела информационных технологий
sql,Руководитель отдела IT,32,645000,10.67,Технический директор
sql,Junior PL/SQL Developer Тестировщик,28,200000,6.58,Наставник
sql,Программист-разработчик,38,500000,11.42,Delphi/MSSQL developer
sql,Машинное обучение   дата аналитик   sql,21,,0,Unknown
sql,Senior Backend Developer,29,1505000,0.58,Full Stack Developer
sql,Программист разработчик  эксперт по внедрению ERP  CRM  АБИС  DWH. MS SQL  Oracle. ETL,51,,25.42,Главный специалист Отдела перспективных технологий Департамента трансформации
sql,Программист-разработчик,22,,1.58,Full Stack
sql,Программист c#  .Net Core  ASP.Net Core  .Net  MVC  SQL  Back-end разработчик,42,,9.33,BackEnd Developer .Net C#
sql,Python SQL R Data Science Statistics AI Machine Learning Advanced Analytics Market Data Analysis,NaN,,16.08,Study Scientific Leader  Data Science and Advanced Analytics
sql,Junior Data Scientist/Data Analyst/Data Engineer/Machine Learning,19,,0.33,Technical Support Intern
sql,Oracle PL/SQL разработчик,20,150000,0.5,Стажер PL/SQL разработчик
sql,SQL разработчик,22,,0.75,Программист-разработчик
sql,Аналитик SQL,23,,1.08,Аналитик
sql,Программист SQL,NaN,,0,Unknown
sql,Аналитик SQL,25,,2.08,Сервисный инженер  Администратор сайта  Helpdesk
sql,SQL developer,21,,1.5,Специалист отдела корпоративных продаж
sql,Аналитик sql,24,,4.58,Главный специалист
sql,Программист PL/SQL,38,1200000,17.33,Главный специалист направления управленческого учета и отчетности Управления бюджетирования и контролинга Финансового блока
sql,Sql разработчик,24,,1.33,Computer network support specialist
sql,Разработчик PL/SQL,29,,12.92,Главный эксперт
sql,SQL Server DBA  Developer,29,,7.33,Database Administrator
sql,Инженер,28,,6.42,Программист SQL
sql,Программист Oracle PL SQL,50,900000,21.33,Менеджер проектов
sql,Программист SQL,20,70000,0.58,SMM
sql,Программист Python  SQL,26,,0.5,Frontend-разработчик
sql,Программист Delphi + SQL,36,,10.33,Инженер-электронщик
sql,Data Engineer (SQL),30,,7.67,Data Enginer
sql,Программист-разработчик,23,550000,2.92,Программист SQL
sql,Oracle PL\SQL Developer,50,,28.33,Программист
sql,Программист T-SQL,26,200000,2.75,storekeeper
sql,Junior specialist of the technical department,22,200000,0.83,QA Engineer (тестировщик)
sql,Oracle Pl/Sql разработчик,38,1000000,1.42,Программист-разработчик
sql,Начинающий специалист,28,,4.42,Oracle SQL разработчик  BI разработчик
sql,программист Delphi  SQL,40,400000,18.33,Инженер-программист группы разработки
sql,Разработчик(PL/SQL PHP Laravel),24,,3.33,Главный специалист
sql,Программист-разработчик,21,200000,0.5,sql-разработчик
sql,Инженер-программист,21,500000,1.58,PL/SQL Developer
sql,Дата аналитик бизнес аналитик  data scientist,25,,3.67,Ведущий специалист(Ведущий Дата аналитик)
sql,Разработчик sql  программист разработчик  data engineer   dwh разработчик,24,,0.5,Программист-разработчик
sql,программист Oracle,56,860,15.25,Главный специалист отдела информационных технологий
sql,Руководитель отдела IT,32,645000,10.67,Технический директор
sql,Junior PL/SQL Developer Тестировщик,28,200000,6.58,Наставник
sql,Программист-разработчик,38,500000,11.42,Delphi/MSSQL developer
sql,Машинное обучение   дата аналитик   sql,21,,0,Unknown
sql,Senior Backend Developer,29,1505000,0.58,Full Stack Developer
sql,Программист разработчик  эксперт по внедрению ERP  CRM  АБИС  DWH. MS SQL  Oracle. ETL,51,,25.42,Главный специалист Отдела перспективных технологий Департамента трансформации
sql,Программист-разработчик,22,,1.58,Full Stack
sql,Программист c#  .Net Core  ASP.Net Core  .Net  MVC  SQL  Back-end разработчик,42,,9.33,BackEnd Developer .Net C#
sql,Python SQL R Data Science Statistics AI Machine Learning Advanced Analytics Market Data Analysis,NaN,,16.08,Study Scientific Leader  Data Science and Advanced Analytics
sql,Junior Data Scientist/Data Analyst/Data Engineer/Machine Learning,19,,0.33,Technical Support Intern
sql,Oracle PL/SQL разработчик,20,150000,0.5,Стажер PL/SQL разработчик
sql,SQL разработчик,22,,0.75,Программист-разработчик
sql,Аналитик SQL,23,,1.08,Аналитик
sql,Программист SQL,NaN,,0,Unknown
sql,Аналитик SQL,25,,2.08,Сервисный инженер  Администратор сайта  Helpdesk
sql,SQL developer,21,,1.5,Специалист отдела корпоративных продаж
sql,Аналитик sql,24,,4.58,Главный специалист
sql,Программист PL/SQL,38,1200000,17.33,Главный специалист направления управленческого учета и отчетности Управления бюджетирования и контролинга Финансового блока
sql,Sql разработчик,24,,1.33,Computer network support specialist
sql,Разработчик PL/SQL,29,,12.92,Главный эксперт
sql,SQL Server DBA  Developer,29,,7.33,Database Administrator
sql,Инженер,28,,6.42,Программист SQL
sql,Программист Oracle PL SQL,50,900000,21.33,Менеджер проектов
sql,Программист SQL,20,70000,0.58,SMM
sql,Программист Python  SQL,26,,0.5,Frontend-разработчик
sql,Программист Delphi + SQL,36,,10.33,Инженер-электронщик
sql,Data Engineer (SQL),30,,7.67,Data Enginer
sql,Программист-разработчик,23,550000,2.92,Программист SQL
sql,Oracle PL\SQL Developer,50,,28.33,Программист
sql,Программист T-SQL,26,200000,2.75,storekeeper
sql,Junior specialist of the technical department,22,200000,0.83,QA Engineer (тестировщик)
sql,Oracle Pl/Sql разработчик,38,1000000,1.42,Программист-разработчик
sql,Начинающий специалист,28,,4.42,Oracle SQL разработчик  BI разработчик
sql,программист Delphi  SQL,40,400000,18.33,Инженер-программист группы разработки
sql,Разработчик(PL/SQL PHP Laravel),24,,3.33,Главный специалист
sql,Программист-разработчик,21,200000,0.5,sql-разработчик
sql,Инженер-программист,21,500000,1.58,PL/SQL Developer
sql,Дата аналитик бизнес аналитик  data scientist,25,,3.67,Ведущий специалист(Ведущий Дата аналитик)
sql,Разработчик sql  программист разработчик  data engineer   dwh разработчик,24,,0.5,Программист-разработчик
sql,программист Oracle,56,860,15.25,Главный специалист отдела информационных технологий
sql,Руководитель отдела IT,32,645000,10.67,Технический директор
sql,Junior PL/SQL Developer Тестировщик,28,200000,6.58,Наставник
sql,Программист-разработчик,38,500000,11.42,Delphi/MSSQL developer
sql,Машинное обучение   дата аналитик   sql,21,,0,Unknown
sql,Senior Backend Developer,29,1505000,0.58,Full Stack Developer
sql,Программист разработчик  эксперт по внедрению ERP  CRM  АБИС  DWH. MS SQL  Oracle. ETL,51,,25.42,Главный специалист Отдела перспективных технологий Департамента трансформации
sql,Программист-разработчик,22,,1.58,Full Stack
sql,Программист c#  .Net Core  ASP.Net Core  .Net  MVC  SQL  Back-end разработчик,42,,9.33,BackEnd Developer .Net C#
sql,Python SQL R Data Science Statistics AI Machine Learning Advanced Analytics Market Data Analysis,NaN,,16.08,Study Scientific Leader  Data Science and Advanced Analytics
sql,Junior Data Scientist/Data Analyst/Data Engineer/Machine Learning,19,,0.33,Technical Support Intern
sql,Oracle PL/SQL разработчик,20,150000,0.5,Стажер PL/SQL разработчик
sql,SQL разработчик,22,,0.75,Программист-разработчик
sql,Аналитик SQL,23,,1.08,Аналитик
sql,Программист SQL,NaN,,0,Unknown
sql,Аналитик SQL,25,,2.08,Сервисный инженер  Администратор сайта  Helpdesk
sql,SQL developer,21,,1.5,Специалист отдела корпоративных продаж
sql,Аналитик sql,24,,4.58,Главный специалист
sql,Программист PL/SQL,38,1200000,17.33,Главный специалист направления управленческого учета и отчетности Управления бюджетирования и контролинга Финансового блока
sql,Sql разработчик,24,,1.33,Computer network support specialist
sql,Разработчик PL/SQL,29,,12.92,Главный эксперт
sql,SQL Server DBA  Developer,29,,7.33,Database Administrator
sql,Инженер,28,,6.42,Программист SQL
sql,Программист Oracle PL SQL,50,900000,21.33,Менеджер проектов
sql,Программист SQL,20,70000,0.58,SMM
sql,Программист Python  SQL,26,,0.5,Frontend-разработчик
sql,Программист Delphi + SQL,36,,10.33,Инженер-электронщик
sql,Data Engineer (SQL),30,,7.67,Data Enginer
sql,Программист-разработчик,23,550000,2.92,Программист SQL
sql,Oracle PL\SQL Developer,50,,28.33,Программист
sql,Программист T-SQL,26,200000,2.75,storekeeper
sql,Junior specialist of the technical department,22,200000,0.83,QA Engineer (тестировщик)
sql,Oracle Pl/Sql разработчик,38,1000000,1.42,Программист-разработчик
sql,Начинающий специалист,28,,4.42,Oracle SQL разработчик  BI разработчик
sql,программист Delphi  SQL,40,400000,18.33,Инженер-программист группы разработки
sql,Разработчик(PL/SQL PHP Laravel),24,,3.33,Главный специалист
sql,Программист-разработчик,21,200000,0.5,sql-разработчик
sql,Инженер-программист,21,500000,1.58,PL/SQL Developer
sql,Дата аналитик бизнес аналитик  data scientist,25,,3.67,Ведущий специалист(Ведущий Дата аналитик)
sql,Разработчик sql  программист разработчик  data engineer   dwh разработчик,24,,0.5,Программист-разработчик
sql,программист Oracle,56,860,15.25,Главный специалист отдела информационных технологий
sql,Руководитель отдела IT,32,645000,10.67,Технический директор
sql,Junior PL/SQL Developer Тестировщик,28,200000,6.58,Наставник
sql,Программист-разработчик,38,500000,11.42,Delphi/MSSQL developer
sql,Машинное обучение   дата аналитик   sql,21,,0,Unknown
sql,Senior Backend Developer,29,1505000,0.58,Full Stack Developer
sql,Программист разработчик  эксперт по внедрению ERP  CRM  АБИС  DWH. MS SQL  Oracle. ETL,51,,25.42,Главный специалист Отдела перспективных технологий Департамента трансформации
sql,Программист-разработчик,22,,1.58,Full Stack
sql,Программист c#  .Net Core  ASP.Net Core  .Net  MVC  SQL  Back-end разработчик,42,,9.33,BackEnd Developer .Net C#
sql,Python SQL R Data Science Statistics AI Machine Learning Advanced Analytics Market Data Analysis,NaN,,16.08,Study Scientific Leader  Data Science and Advanced Analytics
sql,Junior Data Scientist/Data Analyst/Data Engineer/Machine Learning,19,,0.33,Technical Support Intern
sql,Oracle PL/SQL разработчик,20,150000,0.5,Стажер PL/SQL разработчик
sql,SQL разработчик,22,,0.75,Программист-разработчик
sql,Аналитик SQL,23,,1.08,Аналитик
sql,Программист SQL,NaN,,0,Unknown
sql,Аналитик SQL,25,,2.08,Сервисный инженер  Администратор сайта  Helpdesk
sql,SQL developer,21,,1.5,Специалист отдела корпоративных продаж
sql,Аналитик sql,24,,4.58,Главный специалист
sql,Программист PL/SQL,38,1200000,17.33,Главный специалист направления управленческого учета и отчетности Управления бюджетирования и контролинга Финансового блока
sql,Sql разработчик,24,,1.33,Computer network support specialist
sql,Разработчик PL/SQL,29,,12.92,Главный эксперт
sql,SQL Server DBA  Developer,29,,7.33,Database Administrator
sql,Инженер,28,,6.42,Программист SQL
sql,Программист Oracle PL SQL,50,900000,21.33,Менеджер проектов
sql,Программист SQL,20,70000,0.58,SMM
sql,Программист Python  SQL,26,,0.5,Frontend-разработчик
sql,Программист Delphi + SQL,36,,10.33,Инженер-электронщик
sql,Data Engineer (SQL),30,,7.67,Data Enginer
sql,Программист-разработчик,23,550000,2.92,Программист SQL
sql,Oracle PL\SQL Developer,50,,28.33,Программист
sql,Программист T-SQL,26,200000,2.75,storekeeper
sql,Junior specialist of the technical department,22,200000,0.83,QA Engineer (тестировщик)
sql,Oracle Pl/Sql разработчик,38,1000000,1.42,Программист-разработчик
sql,Начинающий специалист,28,,4.42,Oracle SQL разработчик  BI разработчик
sql,программист Delphi  SQL,40,400000,18.33,Инженер-программист группы разработки
sql,Разработчик(PL/SQL PHP Laravel),24,,3.33,Главный специалист
sql,Программист-разработчик,21,200000,0.5,sql-разработчик
sql,Инженер-программист,21,500000,1.58,PL/SQL Developer
sql,Дата аналитик бизнес аналитик  data scientist,25,,3.67,Ведущий специалист(Ведущий Дата аналитик)
sql,Разработчик sql  программист разработчик  data engineer   dwh разработчик,24,,0.5,Программист-разработчик
sql,программист Oracle,56,860,15.25,Главный специалист отдела информационных технологий
sql,Руководитель отдела IT,32,645000,10.67,Технический директор
sql,Junior PL/SQL Developer Тестировщик,28,200000,6.58,Наставник
sql,Программист-разработчик,38,500000,11.42,Delphi/MSSQL developer
sql,Машинное обучение   дата аналитик   sql,21,,0,Unknown
sql,Senior Backend Developer,29,1505000,0.58,Full Stack Developer
sql,Программист разработчик  эксперт по внедрению ERP  CRM  АБИС  DWH. MS SQL  Oracle. ETL,51,,25.42,Главный специалист Отдела перспективных технологий Департамента трансформации
sql,Программист-разработчик,22,,1.58,Full Stack
sql,Программист c#  .Net Core  ASP.Net Core  .Net  MVC  SQL  Back-end разработчик,42,,9.33,BackEnd Developer .Net C#
sql,Python SQL R Data Science Statistics AI Machine Learning Advanced Analytics Market Data Analysis,NaN,,16.08,Study Scientific Leader  Data Science and Advanced Analytics
sql,Junior Data Scientist/Data Analyst/Data Engineer/Machine Learning,19,,0.33,Technical Support Intern
